14:48:16 [main] WARN  org.springframework.context.support.ClassPathXmlApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'loanAgreement1' defined in class path resource [config.xml]: Instantiation of bean failed; nested exception is java.lang.IllegalStateException: No bean class specified on bean definition
15:37:33 [main] INFO  entity.Student - init method called!!!!
15:38:52 [main] WARN  org.springframework.context.annotation.AnnotationConfigApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'customer': Unsatisfied dependency expressed through field 'addresses'; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type 'entity.Address' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {@org.springframework.beans.factory.annotation.Autowired(required=true)}
15:41:17 [main] INFO  entity.Student - init method called!!!!
15:41:53 [main] WARN  org.springframework.context.annotation.AnnotationConfigApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'customer': Unsatisfied dependency expressed through field 'addresses'; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type 'entity.Address' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {@org.springframework.beans.factory.annotation.Autowired(required=true), @org.springframework.beans.factory.annotation.Qualifier("address")}
15:42:09 [main] INFO  entity.Student - init method called!!!!
15:42:49 [main] WARN  org.springframework.context.annotation.AnnotationConfigApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'customer': Unsatisfied dependency expressed through field 'addresses'; nested exception is org.springframework.beans.factory.NoUniqueBeanDefinitionException: No qualifying bean of type 'entity.Address' available: expected single matching bean but found 2: address,address_s
15:43:08 [main] INFO  entity.Student - init method called!!!!
15:43:41 [main] WARN  org.springframework.context.annotation.AnnotationConfigApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'customer': Unsatisfied dependency expressed through field 'addresses'; nested exception is org.springframework.beans.factory.NoUniqueBeanDefinitionException: No qualifying bean of type 'entity.Address' available: expected single matching bean but found 2: address,getAddress
15:44:03 [main] INFO  entity.Student - init method called!!!!
15:48:43 [main] INFO  entity.Student - init method called!!!!
15:49:07 [main] INFO  entity.Student - init method called!!!!
15:49:16 [main] INFO  entity.Student - init method called!!!!
15:50:18 [main] INFO  entity.Student - init method called!!!!
15:50:34 [main] INFO  entity.Student - init method called!!!!
15:51:10 [main] INFO  entity.Student - init method called!!!!
15:52:29 [main] INFO  entity.Student - init method called!!!!
15:57:59 [main] INFO  entity.Student - init method called!!!!
16:01:21 [main] INFO  entity.Student - init method called!!!!
16:01:49 [main] INFO  entity.Student - init method called!!!!
16:02:09 [main] INFO  entity.Student - init method called!!!!
16:11:10 [main] INFO  entity.Student - init method called!!!!
16:11:10 [main] ERROR db_connection.MyConnection - error connecting to database: src\main\resources\dbconfig.properties (The system cannot find the file specified)
16:11:35 [main] INFO  entity.Student - init method called!!!!
16:11:35 [main] ERROR db_connection.MyConnection - error connecting to database: oracle.jdbc.driver.OracleDriver
16:13:24 [main] INFO  entity.Student - init method called!!!!
16:13:25 [main] ERROR db_connection.MyConnection - error connecting to database: oracle.jdbc.driver.OracleDriver
16:14:38 [main] INFO  entity.Student - init method called!!!!
16:14:39 [main] INFO  db_connection.MyConnection - connection created successfully!!
17:38:36 [main] WARN  org.springframework.context.annotation.AnnotationConfigApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'customer': Invocation of init method failed; nested exception is java.lang.NullPointerException: Cannot invoke "java.util.List.size()" because "this.phoneNumbers" is null
17:39:18 [main] INFO  entity.Student - init method called!!!!
17:39:18 [main] INFO  app_config.JavaConfig - connection created successfully!!
17:39:53 [main] INFO  entity.Student - init method called!!!!
17:39:53 [main] WARN  org.springframework.context.annotation.AnnotationConfigApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'customerService': Unsatisfied dependency expressed through field 'customerDao'; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type 'dao.Dao<entity.Customer>' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {@org.springframework.beans.factory.annotation.Autowired(required=true)}
17:39:53 [main] INFO  entity.Student - destroy method called!!!!
17:40:05 [main] INFO  entity.Student - init method called!!!!
17:40:06 [main] INFO  app_config.JavaConfig - connection created successfully!!
17:43:32 [main] INFO  entity.Student - init method called!!!!
17:43:33 [main] INFO  app_config.JavaConfig - connection created successfully!!
17:43:33 [main] INFO  entity.Student - init method called!!!!
17:43:33 [main] ERROR dao.CustomerDaoImpl - cannot insert customer Missing IN or OUT parameter at index:: 7
17:44:54 [main] INFO  entity.Student - init method called!!!!
17:44:54 [main] INFO  app_config.JavaConfig - connection created successfully!!
17:44:54 [main] INFO  entity.Student - init method called!!!!
17:44:55 [main] ERROR dao.CustomerDaoImpl - cannot insert customer ORA-12899: value too large for column "TRAINING"."SPRING_VIVEK_CUSTOMER"."COMPANYNAME" (actual: 11, maximum: 10)

17:45:27 [main] INFO  entity.Student - init method called!!!!
17:45:27 [main] INFO  app_config.JavaConfig - connection created successfully!!
17:45:28 [main] INFO  entity.Student - init method called!!!!
17:46:32 [main] INFO  entity.Student - init method called!!!!
17:46:32 [main] INFO  app_config.JavaConfig - connection created successfully!!
17:46:32 [main] INFO  entity.Student - init method called!!!!
17:46:32 [main] ERROR dao.CustomerDaoImpl - cannot insert customer ORA-00001: unique constraint (TRAINING.SPRING_VIVEK_CUSTOMER_PK) violated

17:50:54 [main] INFO  entity.Student - init method called!!!!
17:51:02 [main] INFO  app_config.JavaConfig - connection created successfully!!
17:51:02 [main] INFO  entity.Student - init method called!!!!
17:51:02 [main] ERROR dao.CustomerDaoImpl - cannot insert customer ORA-00001: unique constraint (TRAINING.SPRING_VIVEK_CUSTOMER_PK) violated

17:51:10 [main] ERROR dao.CustomerDaoImpl - cannot get customer ORA-00904: "CUSTOMER_NAME": invalid identifier

17:52:27 [main] INFO  entity.Student - init method called!!!!
17:52:27 [main] INFO  app_config.JavaConfig - connection created successfully!!
17:52:27 [main] INFO  entity.Student - init method called!!!!
17:53:33 [main] INFO  entity.Student - init method called!!!!
17:53:34 [main] INFO  app_config.JavaConfig - connection created successfully!!
17:53:34 [main] INFO  entity.Student - init method called!!!!
17:56:02 [main] INFO  entity.Student - init method called!!!!
17:56:02 [main] INFO  app_config.JavaConfig - connection created successfully!!
17:56:02 [main] INFO  entity.Student - init method called!!!!
09:08:42 [main] INFO  entity.Student - init method called!!!!
09:08:43 [main] INFO  app_config.JavaConfig - connection created successfully!!
09:08:43 [main] INFO  entity.Student - init method called!!!!
09:08:52 [main] INFO  entity.Student - init method called!!!!
09:08:53 [main] INFO  app_config.JavaConfig - connection created successfully!!
09:08:53 [main] INFO  entity.Student - init method called!!!!
09:09:56 [main] INFO  entity.Student - init method called!!!!
09:09:57 [main] INFO  app_config.JavaConfig - connection created successfully!!
09:09:57 [main] INFO  entity.Student - init method called!!!!
09:11:46 [main] INFO  entity.Student - init method called!!!!
09:11:46 [main] INFO  app_config.JavaConfig - connection created successfully!!
09:11:46 [main] INFO  entity.Student - init method called!!!!
09:11:47 [main] INFO  main.Main3 - Customer{customerId=100, customerName='xyz company', monthlyIncome=2000.0, profession='engineer', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:12:23 [main] INFO  entity.Student - init method called!!!!
09:12:26 [main] INFO  app_config.JavaConfig - connection created successfully!!
09:12:26 [main] INFO  entity.Student - init method called!!!!
09:12:27 [main] INFO  main.Main3 - Customer{customerId=100, customerName='xyz company', monthlyIncome=2000.0, profession='engineer', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:12:27 [main] INFO  main.Main3 - Customer{customerId=100, customerName='xyz company', monthlyIncome=2000.0, profession='engineer', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:12:27 [main] ERROR dao.CustomerDaoImpl - cannot insert customer Missing IN or OUT parameter at index:: 8
09:12:27 [main] INFO  main.Main3 - is customer updated: false
09:14:48 [main] INFO  entity.Student - init method called!!!!
09:14:49 [main] INFO  app_config.JavaConfig - connection created successfully!!
09:14:49 [main] INFO  entity.Student - init method called!!!!
09:14:49 [main] INFO  main.Main3 - Customer{customerId=100, customerName='xyz company', monthlyIncome=2000.0, profession='engineer', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:14:49 [main] INFO  main.Main3 - Customer{customerId=100, customerName='xyz company', monthlyIncome=2000.0, profession='engineer', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:14:49 [main] INFO  main.Main3 - is customer updated: true
09:16:36 [main] INFO  entity.Student - init method called!!!!
09:16:36 [main] INFO  app_config.JavaConfig - connection created successfully!!
09:16:36 [main] INFO  entity.Student - init method called!!!!
09:16:37 [main] INFO  main.Main3 - Customer{customerId=100, customerName='xyz company', monthlyIncome=2000.0, profession='engineer', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:16:37 [main] INFO  main.Main3 - Customer{customerId=100, customerName='xyz company', monthlyIncome=2000.0, profession='engineer', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:16:37 [main] INFO  main.Main3 - is customer updated: false
09:17:09 [main] INFO  entity.Student - init method called!!!!
09:17:09 [main] INFO  app_config.JavaConfig - connection created successfully!!
09:17:10 [main] INFO  entity.Student - init method called!!!!
09:17:10 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:17:10 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:17:10 [main] INFO  main.Main3 - Customer{customerId=100, customerName='xyz company', monthlyIncome=2000.0, profession='engineer', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:17:10 [main] INFO  main.Main3 - is customer updated: true
09:20:13 [main] INFO  entity.Student - init method called!!!!
09:20:13 [main] INFO  app_config.JavaConfig - connection created successfully!!
09:20:13 [main] INFO  entity.Student - init method called!!!!
09:20:14 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:20:14 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:20:14 [main] INFO  main.Main3 - Customer{customerId=100, customerName='xyz company', monthlyIncome=2000.0, profession='engineer', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:20:14 [main] INFO  main.Main3 - is customer updated: true
09:23:47 [main] INFO  entity.Student - init method called!!!!
09:23:47 [main] INFO  app_config.JavaConfig - connection created successfully!!
09:23:47 [main] INFO  entity.Student - init method called!!!!
09:23:47 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:23:47 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:23:47 [main] INFO  main.Main3 - Customer{customerId=100, customerName='abc company', monthlyIncome=50000.0, profession='developer', designation='software developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=2002-09-03}
09:23:48 [main] INFO  main.Main3 - is customer updated: true
09:23:48 [main] INFO  main.Main3 - is customer delete: true
09:25:01 [main] INFO  entity.Student - init method called!!!!
09:25:01 [main] INFO  app_config.JavaConfig - connection created successfully!!
09:25:01 [main] INFO  entity.Student - init method called!!!!
09:25:01 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:25:01 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:25:01 [main] INFO  main.Main3 - Customer{customerId=100, customerName='xyz company', monthlyIncome=2000.0, profession='engineer', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:25:01 [main] INFO  main.Main3 - is customer updated: true
09:43:52 [main] INFO  entity.Student - init method called!!!!
09:43:53 [main] INFO  app_config.BeanConfig - connection created successfully!!
09:43:53 [main] ERROR dao.CustomerDaoImpl - cannot insert customer ORA-00001: unique constraint (TRAINING.SPRING_VIVEK_CUSTOMER_PK) violated

09:43:53 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:43:53 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:43:53 [main] INFO  main.Main3 - Customer{customerId=100, customerName='abc company', monthlyIncome=50000.0, profession='developer', designation='software developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=2002-09-03}
09:43:53 [main] INFO  main.Main3 - is customer updated: true
09:44:15 [main] INFO  entity.Student - init method called!!!!
09:44:15 [main] INFO  app_config.BeanConfig - connection created successfully!!
09:44:16 [main] ERROR dao.CustomerDaoImpl - cannot insert customer ORA-00001: unique constraint (TRAINING.SPRING_VIVEK_CUSTOMER_PK) violated

09:44:16 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:44:16 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
09:44:16 [main] INFO  main.Main3 - Customer{customerId=100, customerName='abc company', monthlyIncome=50000.0, profession='developer', designation='software developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=2002-09-03}
09:44:16 [main] INFO  main.Main3 - is customer updated: true
09:44:16 [main] INFO  main.Main3 - Customer{customerId=100, customerName='abc company', monthlyIncome=50000.0, profession='developer', designation='software developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=2002-09-03}
11:19:07 [main] INFO  entity.Student - init method called!!!!
11:19:07 [main] INFO  app_config.BeanConfig - connection created successfully!!
11:19:07 [main] WARN  org.springframework.context.annotation.AnnotationConfigApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'customerService': Unsatisfied dependency expressed through field 'addressDao'; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type 'dao.AddressDao' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {@org.springframework.beans.factory.annotation.Autowired(required=true)}
11:19:07 [main] INFO  entity.Student - destroy method called!!!!
11:20:57 [main] INFO  entity.Student - init method called!!!!
11:20:57 [main] INFO  app_config.BeanConfig - connection created successfully!!
11:20:58 [main] ERROR dao.AddressDaoImpl - cannot get the address ORA-00904: "CUSTOMERID": invalid identifier

11:20:58 [main] ERROR dao.AddressDaoImpl - cannot get the address ORA-00904: "CUSTOMERID": invalid identifier

11:20:58 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:20:58 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:20:58 [main] ERROR dao.AddressDaoImpl - cannot get the address ORA-00904: "CUSTOMERID": invalid identifier

11:20:58 [main] INFO  main.Main3 - Customer{customerId=100, customerName='abc company', monthlyIncome=50000.0, profession='developer', designation='software developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=2002-09-03}
11:20:58 [main] ERROR dao.AddressDaoImpl - cannot update address Cannot invoke "entity.Address.getAddressId()" because "address" is null
11:20:58 [main] INFO  main.Main3 - is customer updated: false
11:20:58 [main] ERROR dao.AddressDaoImpl - cannot get the address ORA-00904: "CUSTOMERID": invalid identifier

11:20:58 [main] ERROR dao.AddressDaoImpl - cannot get the address ORA-00904: "CUSTOMERID": invalid identifier

11:20:58 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:20:58 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:22:03 [main] INFO  entity.Student - init method called!!!!
11:22:04 [main] INFO  app_config.BeanConfig - connection created successfully!!
11:22:04 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:22:04 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:22:04 [main] INFO  main.Main3 - Customer{customerId=100, customerName='abc company', monthlyIncome=50000.0, profession='developer', designation='software developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=2002-09-03}
11:22:04 [main] ERROR dao.AddressDaoImpl - cannot update address Cannot invoke "entity.Address.getAddressId()" because "address" is null
11:22:04 [main] INFO  main.Main3 - is customer updated: false
11:22:04 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:22:04 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:23:44 [main] INFO  entity.Student - init method called!!!!
11:23:45 [main] INFO  app_config.BeanConfig - connection created successfully!!
11:23:45 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:23:45 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:23:45 [main] INFO  main.Main3 - Customer{customerId=100, customerName='abc company', monthlyIncome=50000.0, profession='developer', designation='software developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=2002-09-03}
11:23:45 [main] ERROR dao.AddressDaoImpl - cannot update address Cannot invoke "entity.Address.getAddressId()" because "address" is null
11:23:45 [main] INFO  main.Main3 - is customer updated: false
11:23:45 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:23:45 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:25:35 [main] INFO  entity.Student - init method called!!!!
11:25:36 [main] INFO  app_config.BeanConfig - connection created successfully!!
11:25:37 [main] ERROR dao.AddressDaoImpl - cannot add address ORA-00001: unique constraint (TRAINING.SPRING_VIVEK_ADDRESS_PK) violated

11:25:37 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:25:37 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:25:37 [main] INFO  main.Main3 - Customer{customerId=100, customerName='xyz company', monthlyIncome=2000.0, profession='engineer', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=Address [addressId=100, addressLine1=address1, addressLine2=address2, city=faridabad, state=haryana, zip=121003], dob=1990-03-12}
11:25:37 [main] ERROR dao.AddressDaoImpl - cannot update address Cannot invoke "entity.Address.getAddressId()" because "address" is null
11:25:37 [main] INFO  main.Main3 - is customer updated: false
11:25:37 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:25:37 [main] INFO  main.Main3 - Customer{customerId=101, customerName='xyz company', monthlyIncome=2000000.0, profession='mbbs', designation='developer', companyName='null', phoneNumbers=null, emailAddresses=null, loanAgreement=null, address=null, dob=1990-03-12}
11:27:49 [main] INFO  entity.Student - init method called!!!!
11:27:49 [main] INFO  app_config.BeanConfig - connection created successfully!!
11:27:49 [main] ERROR dao.CustomerDaoImpl - cannot insert customer ORA-00001: unique constraint (TRAINING.SPRING_VIVEK_CUSTOMER_PK) violated

11:27:49 [main] ERROR dao.AddressDaoImpl - cannot add address ORA-00001: unique constraint (TRAINING.SPRING_VIVEK_ADDRESS_PK) violated

11:27:49 [main] ERROR dao.CustomerDaoImpl - cannot insert customer ORA-00001: unique constraint (TRAINING.SPRING_VIVEK_CUSTOMER_PK) violated

